Scale	mean_F	mean_P	sd_F	sd_P	n_F	n_P	pooled_sd	cohen_d	eff_FmP	p_mw	fdr	neglog10_fdr
CORJ870102	0.04330146372772661	-0.09332178773243943	0.2579783617335479	0.11326110653466184	17	48	0.1627035984556374	0.8397063909893647	0.13662325146016605	8.492318975054675e-4	0.03231117178383314	1.490647291749461
GUYH850103	-0.3620323127384989	-0.19576751103797102	0.2042021425386202	0.11365742337235507	17	48	0.14222286920099095	-1.1690440688941566	-0.16626480170052788	9.4511654212309e-4	0.03231117178383314	1.490647291749461
LEVM760101	-0.4903991751062633	-0.2513085865131114	0.2576174417122501	0.19830276019067314	17	48	0.21492321335526765	-1.112446556426344	-0.2390905885931519	9.4511654212309e-4	0.03231117178383314	1.490647291749461
MEEJ800101	2.7095049000385383	1.560127071650213	2.0494090876405795	0.6395369857966552	17	48	1.1712467707773317	0.9813284929063305	1.1493778283883254	7.221976646345855e-4	0.03231117178383314	1.490647291749461
NAKH900104	0.20107362405041043	0.0427077185920771	0.20698267721444485	0.11731412963232478	17	48	0.14542284782633627	1.089002916841882	0.15836590545833334	9.4511654212309e-4	0.03231117178383314	1.490647291749461
SWER830101	0.04629858144651255	-0.08994906115835294	0.26085539682952713	0.11338376880986496	17	48	0.16392772910448666	0.831144574192338	0.1362476426048655	9.4511654212309e-4	0.03231117178383314	1.490647291749461
EISD860101	0.6561987239876709	0.47758019252895534	0.2653421250782722	0.1430662591400485	17	48	0.1820734613281242	0.9810245279888301	0.17861853145871553	0.0018562255465239443	0.0410734612122768	1.3864386981189578
FUKS010104	5.090420850854682	5.44625757485165	0.4439083732338007	0.36947513835493817	17	48	0.3897278774027575	-0.9130389295432283	-0.3558367239969682	0.0018562255465239443	0.0410734612122768	1.3864386981189578
GOLD730101	1.2371978280408928	1.0303997504776672	0.293654435304498	0.13859660281316247	17	48	0.19034432870489942	1.0864420230971805	0.20679807756322566	0.0019523034579875627	0.0410734612122768	1.3864386981189578
ISOY800107	0.8520609837779233	0.9567809487675601	0.09979803690320403	0.10575628922935057	17	48	0.10427533974395214	-1.0042639539394118	-0.10471996498963687	0.0019523034579875627	0.0410734612122768	1.3864386981189578
PUNT030102	-0.029564657652564975	0.008142390705285555	0.05653737473950434	0.03690695781516253	17	48	0.04275500565365214	-0.8819329522092951	-0.037707048357850534	0.0019523034579875627	0.0410734612122768	1.3864386981189578
RICJ880105	0.8666382321128069	0.9333815122799454	0.07940769682617144	0.08037752180746284	17	48	0.08013232900918897	-0.8329132697426637	-0.06674328016713849	0.0015934528059130379	0.0410734612122768	1.3864386981189578
ROBB790101	0.7078449952550265	0.4022730754301899	0.3770061523579148	0.20628916509599787	17	48	0.2604706834048544	1.1731528317522035	0.3055719198248366	0.0015137748427919168	0.0410734612122768	1.3864386981189578
ROSM880105	-0.09950561647386166	-0.3737679328176237	0.37295725712078986	0.23451424291178863	17	48	0.2763253651060938	0.9925339870209179	0.2742623163437621	0.0015137748427919168	0.0410734612122768	1.3864386981189578
ZASB820101	-0.13646614144339658	-0.14671687957866686	0.012310651079364047	0.010113670716773934	17	48	0.010714396073041236	0.9567257048731304	0.010250738135270276	0.0015137748427919168	0.0410734612122768	1.3864386981189578
ZIMJ680105	10.5565445706457	9.609245689668956	1.155995570916176	0.5995821498424736	17	48	0.7794753385726126	1.2153032098635121	0.947298880976744	0.0015137748427919168	0.0410734612122768	1.3864386981189578
FUKS010102	5.166669335827158	5.515298056560756	0.4268652646648197	0.3576193873399425	17	48	0.37641436342007983	-0.9261833623084327	-0.34862872073359785	0.0020529277796850548	0.041590796129174996	1.3810027663097875
PALJ810104	1.0709849916432301	1.0075220875160273	0.07834898647965666	0.05057577220647763	17	48	0.058883626073088176	1.0777682754868165	0.06346290412720279	0.002504826387170711	0.04567133445941263	1.3403562986646809
RADA880102	0.6908613462894025	0.5106453126660121	0.24737009727839995	0.11081309144014521	17	48	0.15716788508657312	1.146646679912513	0.18021603362339045	0.002504826387170711	0.04567133445941263	1.3403562986646809
YUTK870104	18.26509167444788	17.84717199300175	0.3890722174338536	0.5776343679194301	17	48	0.5360662688117934	0.7796045111595259	0.41791968144612923	0.002504826387170711	0.04567133445941263	1.3403562986646809
FINA910103	1.030894912774178	1.0646241600433584	0.03850403855003337	0.036728667358989456	17	48	0.037187585621630076	-0.9070028802720073	-0.03372924726918036	0.0026311977014091556	0.04642790782809059	1.3332208864218638
DIGM050101	1.0210427518980005	1.059707448411183	0.0643099349400269	0.045496842881183275	17	48	0.050937330182112335	-0.7590640572434316	-0.038664696513182495	0.0031971107823772524	0.05465061243626116	1.2624049668122033
BEGF750102	0.7582033789005066	0.7310210846554106	0.0354435833976467	0.028415022452634466	17	48	0.03035462262102625	0.8954910948643182	0.027182294245095995	0.003519823713475075	0.058343744583965636	1.2340057006862677
SUEM840102	21.940287214297705	18.29553202814616	5.896879221543878	3.833846697062748	17	48	4.449353147555708	0.8191651831803516	3.6447551861515457	0.0036920533901672126	0.05939862365945487	1.226223618049599
KOEP990102	0.2806475651900706	0.3641519455357193	0.35736389128223434	0.17379830816077113	17	48	0.2344537133354345	-0.35616574016969565	-0.08350438034564867	0.004255704974326206	0.06125975318306408	1.2128247573082456
NAKH900106	0.17639835690997888	0.024083473925369574	0.2278652521464161	0.13569522589477306	17	48	0.16408385891771832	0.928274627311083	0.1523148829846093	0.0040596932921474595	0.06125975318306408	1.2128247573082456
NOZY710101	0.7795749507351787	0.6495314003416259	0.227726152643649	0.11286752340157818	17	48	0.15058003556564614	0.8636174769454056	0.13004355039355275	0.004255704974326206	0.06125975318306408	1.2128247573082456
WOLS870101	-0.08340111791420746	0.37083823152494216	0.9088250275647434	0.395348990316716	17	48	0.57129129181372	-0.7951098781797338	-0.4542393494391496	0.0040596932921474595	0.06125975318306408	1.2128247573082456
YUTK870103	17.815751340041352	17.43740045567536	0.36142558443399747	0.5604814923882537	17	48	0.5172364278547174	0.7314853788145509	0.37835088436599307	0.004460261376163191	0.06255802494259655	1.2037169711066482
JACR890101	-0.4353133894621164	-0.5707518910177842	0.2408147148671626	0.21081173506399836	17	48	0.21882160050719568	0.6189448447582034	0.13543850155566783	0.0048963181056702176	0.06523927353295839	1.185490883658495
KIDA850101	-0.006077718866046821	0.08290943565512439	0.2532384503512403	0.11989492459419361	17	48	0.16435012336340996	-0.5414486627698075	-0.08898715452117122	0.005128498650671318	0.06523927353295839	1.185490883658495
ROBB760106	0.4012640054435445	-0.3408882090592301	1.0068593002258905	0.6015483188357479	17	48	0.7262393704628267	1.0219112935584953	0.7421522145027746	0.0048963181056702176	0.06523927353295839	1.185490883658495
WOEC730101	7.2591887838009415	7.519566834389638	0.4612813133371154	0.2737218015897019	17	48	0.3315642952761305	-0.7853018382810197	-0.2603780505886961	0.005128498650671318	0.06523927353295839	1.185490883658495
CEDJ970105	5.346576359844199	5.6989039803154835	0.4738293760705244	0.3291124230909297	17	48	0.3712491319551377	-0.9490328465302934	-0.35232762047128485	0.005622942805082365	0.06990340259954668	1.1555016841364092
BROC820102	3.04672752033482	1.7869504106514669	1.6654930352000634	0.8909023375098694	17	48	1.1386855456565066	1.1063432872128287	1.259777109683353	0.005885950020069621	0.07092913641638024	1.1491753277855292
CIDH920102	0.18989682926969687	0.02769817949423091	0.22854108203931037	0.14245486359306117	17	48	0.16853644806010373	0.9623950880798342	0.16219864977546594	0.006742806386931942	0.07092913641638024	1.1491753277855292
GRAR740102	8.218651922642122	8.507467484389672	0.7109286833997944	0.3116913555243882	17	48	0.44815023767359496	-0.6444614717752417	-0.2888155617475494	0.006742806386931942	0.07092913641638024	1.1491753277855292
QIAN880129	-0.027648127920056616	-0.0696990986426748	0.056625843876113115	0.03984034900775491	17	48	0.04470444197607599	0.9406441253672772	0.04205097072261819	0.006159994718473659	0.07092913641638024	1.1491753277855292
RADA880101	-0.7374127555752491	-1.4186871803173422	1.5282105964691581	0.8139011525802307	17	48	1.0427473714703699	0.6533456169555559	0.6812744247420931	0.006445476487153927	0.07092913641638024	1.1491753277855292
ROBB760105	0.3784546025525222	-0.1921240752951533	0.8034208038404234	0.5623265450099687	17	48	0.6323260604066437	0.9023488253524472	0.5705786778476756	0.006742806386931942	0.07092913641638024	1.1491753277855292
ROSM880101	1.6270003375156818	2.1718142327914762	1.338231434404183	0.6962200782561092	17	48	0.9035711040852691	-0.6029563061640147	-0.5448138952757944	0.006445476487153927	0.07092913641638024	1.1491753277855292
VINM940104	0.7946665040935519	0.7968801870950821	0.00410785687893325	0.0033286411485961907	17	48	0.0035428104020404803	-0.6248381229363198	-0.0022136830015302422	0.006742806386931942	0.07092913641638024	1.1491753277855292
Aggrescan	0.09001470438760377	-0.055506587750962885	0.3951149719234487	0.15731062410403002	17	48	0.24106065830985082	0.6036708484862708	0.14552129213856665	0.007374713372939426	0.07203514669639045	1.1424555550693194
KUHL950101	0.8513335490549836	0.8923142494242771	0.1020644905321756	0.05337290902858511	17	48	0.06907115405256405	-0.5933113603126802	-0.040980700369293466	0.007374713372939426	0.07203514669639045	1.1424555550693194
NAKH920101	5.462837164616717	5.785733338569778	0.4389445730547015	0.32957389871016834	17	48	0.36050776102525217	-0.8956705204758222	-0.3228961739530609	0.007374713372939426	0.07203514669639045	1.1424555550693194
WIMW960101	4.218845306616153	4.156035711050807	0.11939403034802083	0.07261650609188161	17	48	0.08691515007602978	0.7226541691569629	0.06280959556534604	0.007374713372939426	0.07203514669639045	1.1424555550693194
FAUJ830101	0.48178324302592357	0.34974277332979614	0.24949056096879668	0.11867080477779915	17	48	0.16221768422822014	0.8139708708352837	0.13204046969612743	0.0077101717118674305	0.07271489528261181	1.138376616975425
ZHOH040101	2.9271320277114925	2.738144818125582	0.2900875221965714	0.2176630747111038	17	48	0.2381523252339369	0.7935560125237845	0.18898720958591042	0.0077101717118674305	0.07271489528261181	1.138376616975425
MIYS990105	-0.05203345982771963	-0.026607039844503556	0.05130663975231371	0.02896501793048753	17	48	0.035978308482016975	-0.7067152697277292	-0.025426419983216077	0.008059241067979032	0.0747187265116022	1.1265705387278706
EISD840101	-0.03194507030326594	-0.10734755738490093	0.18713924482537933	0.0966349402723993	17	48	0.12594015965574215	0.5987167817457747	0.075402487081635	0.008800110778174339	0.08022767659435606	1.0956757848492469
EISD860103	-0.06556083130534941	-0.15609174965611636	0.3072617932225704	0.15342175127450852	17	48	0.20380717388903555	0.4441988798689551	0.09053091835076695	0.009192891816262885	0.08110502941122255	1.0909522138798915
FAUJ880108	0.030626314676086196	0.03839645791459002	0.010802845296451674	0.008895671254945954	17	48	0.009416696516227835	-0.8251453389321296	-0.007770143238503821	0.009192891816262885	0.08110502941122255	1.0909522138798915
CIDH920101	0.04064257828426843	-0.093199548425327	0.20040312857646816	0.16967183735006877	17	48	0.1779800080359459	0.7520065213311142	0.13384212670959544	0.010025694932089919	0.08179037793860368	1.087297785007931
COWR900101	0.1994954952468473	0.06275712553545422	0.43389198593237455	0.15604877730464128	17	48	0.25686459497391967	0.5323363841765604	0.13673836971139308	0.010025694932089919	0.08179037793860368	1.087297785007931
MEEJ810102	2.257349381590889	1.7053253289904196	1.3307590723405414	0.6819984815705814	17	48	0.8926102794746635	0.6184379289530002	0.5520240526004696	0.010466775970205225	0.08179037793860368	1.087297785007931
MIYS990102	-0.05801401413753204	-0.02986335582312732	0.052714314370177116	0.028632181108966624	17	48	0.03629497044170543	-0.7756076936229617	-0.028150658314404716	0.010466775970205225	0.08179037793860368	1.087297785007931
PARJ860101	1.0331368814693105	2.0596169378464175	1.83036948267123	0.9374854919453955	17	48	1.2274076070170359	-0.8362992460766621	-1.026480056377107	0.010466775970205225	0.08179037793860368	1.087297785007931
PARS000101	0.35024515311187937	0.35793755474484673	0.011803813219999376	0.008073389143490347	17	48	0.009165776476989825	-0.8392525883953977	-0.007692401632967361	0.010025694932089919	0.08179037793860368	1.087297785007931
SNEP660101	0.22843119482221713	0.22225701117291094	0.011601888288597435	0.0060291253016220995	17	48	0.0078296622899486	0.788563212647416	0.006174183649306192	0.010466775970205225	0.08179037793860368	1.087297785007931
VHEG790101	-4.822728765233233	-2.733839866702616	3.218800514746347	2.2573608658795603	17	48	2.5363005735560713	-0.8235967457129295	-2.088888898530617	0.009601245589933182	0.08179037793860368	1.087297785007931
MIYS990101	-0.3575242725406153	-0.18500613120601805	0.3252807307781201	0.17621089173276613	17	48	0.22368784741865372	-0.7712450333151656	-0.17251814133459725	0.010925038283440663	0.08299994362558392	1.0809222026011085
PLIV810101	-2.6664744475591986	-2.770707776921897	0.1971658364303266	0.11083535073760802	17	48	0.13797631477334948	0.7554436392501128	0.10423332936269825	0.010925038283440663	0.08299994362558392	1.0809222026011085
BASU050103	0.16993433118680576	0.14064521394178522	0.05069290412753484	0.028425893048695555	17	48	0.03543243157390395	0.8266188896443681	0.029289117245020535	0.011895373210240994	0.08582979760395552	1.0663619115877268
CIDH920105	0.07434560282882904	-0.09438406548548998	0.33354744455255847	0.17575991497518076	17	48	0.2264973144221657	0.744952180756659	0.16872966831431901	0.012941370954630318	0.08582979760395552	1.0663619115877268
CORJ870105	-0.09278678356546494	-0.658349575852422	0.8867516873081104	0.5845434979885907	17	48	0.6742513617764397	0.8388011123876374	0.565562792286957	0.012408613567319673	0.08582979760395552	1.0663619115877268
CORJ870106	-0.013277482108795232	-1.2030607807064748	1.8464805644921274	1.2483715288706787	17	48	1.4242688287535397	0.8353642757448592	1.1897832985976795	0.013494264339927195	0.08582979760395552	1.0663619115877268
FUKS010101	4.8519564117679765	5.2545953959338965	0.842196371635385	0.5971397763582648	17	48	0.667948571614365	-0.602799378989286	-0.4026389841659199	0.013494264339927195	0.08582979760395552	1.0663619115877268
GEIM800106	1.0308230412262633	0.9994155455666196	0.04117515529970063	0.028451006097408835	17	48	0.032163003190629216	0.9765100439623872	0.031407495659643736	0.013494264339927195	0.08582979760395552	1.0663619115877268
GUYH850101	-0.1070200208130604	0.020936990301053424	0.2599686157240554	0.17556824612240357	17	48	0.2003994710480401	-0.6385097248257695	-0.12795701111411384	0.012408613567319673	0.08582979760395552	1.0663619115877268
HARY940101	137.59428845143015	132.47847429337597	7.0435379019547275	7.993307330886818	17	48	7.763111833989534	0.6589901404814769	5.115814158054178	0.012941370954630318	0.08582979760395552	1.0663619115877268
LEVM760106	5.85327871233637	5.7111891598472475	0.21304469045217178	0.18054780684770758	17	48	0.1893301323623231	0.7504856766127648	0.14208955248912236	0.011895373210240994	0.08582979760395552	1.0663619115877268
MIYS990104	-0.05848050612212933	-0.027920164549590547	0.05898027636071967	0.03494446736103681	17	48	0.042361110225959016	-0.7214244718688065	-0.03056034157253878	0.013494264339927195	0.08582979760395552	1.0663619115877268
NADH010101	-1.1873442620266066	-10.472498402250265	37.71846389748088	17.80930438786305	17	48	24.452731360147904	0.3797184863919225	9.285154140223659	0.013494264339927195	0.08582979760395552	1.0663619115877268
PUNT030101	-0.021806591387696403	0.0026373801387656205	0.06740965936210119	0.037802338292842984	17	48	0.04711835545074946	-0.5187781129588048	-0.02444397152646202	0.013494264339927195	0.08582979760395552	1.0663619115877268
QIAN880125	-0.02346057444370849	0.040145443425395305	0.09248077005544564	0.05695360913601074	17	48	0.0677644876070609	-0.9386334954368667	-0.0636060178691038	0.011895373210240994	0.08582979760395552	1.0663619115877268
VINM940101	0.9931343757041827	1.0008342633050917	0.012700314924395944	0.009038906921784785	17	48	0.010095381930929063	-0.7627138481327765	-0.007699887600909006	0.013494264339927195	0.08582979760395552	1.0663619115877268
CASG920101	-0.03194615904163221	-0.14491712924232839	0.24309802157880994	0.15187947369833174	17	48	0.17949280272434545	0.6293899726675414	0.11297097020069617	0.014663006344060116	0.08911849411334315	1.0500321606329912
PRAM820103	0.5769408629307449	0.5896379569944072	0.020165853490094737	0.01851668610960015	17	48	0.0189491242761058	-0.6700623141552233	-0.012697094063662373	0.014663006344060116	0.08911849411334315	1.0500321606329912
ROSG850101	123.8523836001036	119.12816009388757	5.977249826290817	7.083535797393568	17	48	6.8195968544943435	0.6927423434279107	4.7242235062160205	0.014663006344060116	0.08911849411334315	1.0500321606329912
ZHOH040102	2.947885849388747	2.7406261135176586	0.2785235955724335	0.23415586655093543	17	48	0.24618253245901564	0.8418945641709698	0.2072597358710886	0.014663006344060116	0.08911849411334315	1.0500321606329912
GUOD860101	31.13173550758688	25.137256188375236	13.153258000497244	5.852138316499259	17	48	8.335965976140024	0.7191103390260466	5.994479319211642	0.015920078214225496	0.09071127899147235	1.0423387096409762
KARP850102	0.9880560556599919	0.9975259217914878	0.014196397897849398	0.011453288490578232	17	48	0.012208480543926597	-0.7756793400638978	-0.009469866131495919	0.015920078214225496	0.09071127899147235	1.0423387096409762
LIFS790103	1.0633437425236731	1.012486111917213	0.06693377503936376	0.05663729884519056	17	48	0.059421538772910974	0.8558787210277532	0.05085763060646009	0.015920078214225496	0.09071127899147235	1.0423387096409762
NAKH920102	5.388120009167473	5.754260398993902	0.4667586482228547	0.4182756910239097	17	48	0.43110566956806734	-0.8493054387182434	-0.3661403898264295	0.015280164575497248	0.09071127899147235	1.0423387096409762
RACS820111	1.1643505710198336	1.124164826235601	0.07458892660975815	0.04511297469931935	17	48	0.054141145697287764	0.7422403842156923	0.040185744784232647	0.015920078214225496	0.09071127899147235	1.0423387096409762
VENT840101	0.34943232275200575	0.27755738276307096	0.13616063279869878	0.06723904016445681	17	48	0.08989647020026531	0.7995301687465218	0.0718749399889348	0.015280164575497248	0.09071127899147235	1.0423387096409762
MIYS850101	2.6206090073909585	2.472338475857708	0.2939159404166509	0.1605982518357282	17	48	0.20293089799132352	0.7306454216725038	0.14827053153325043	0.01658343845649826	0.09351691583200565	1.0291098245496824
BAEK050101	0.038892315629168145	0.013343123224420191	0.042757339626262325	0.03524688879491914	17	48	0.037297851005704326	0.6850044095259126	0.025549192404747956	0.017270951185336444	0.09406072744836173	1.0265916668233255
BASU050101	0.14474185984226193	0.11303719420836704	0.054375695500108914	0.03278710745921134	17	48	0.039406751034783534	0.8045490887058877	0.03170466563389489	0.01798333702657778	0.09406072744836173	1.0265916668233255
BASU050102	0.12656342337658597	0.10015531161317909	0.04745012107069829	0.03004708047886518	17	48	0.0352895269690919	0.7483271676193407	0.026408111763406877	0.020277161481317908	0.09406072744836173	1.0265916668233255
BIGC670101	81.32056920078827	77.98417654780255	4.378806286216305	5.024635494938172	17	48	4.8687378488206985	0.6852684939267906	3.3363926529857224	0.022822208811566075	0.09406072744836173	1.0265916668233255
BIOV880101	21.038144227663704	7.230289585988983	27.392930744624493	16.749855538375748	17	48	19.99689361694618	0.6904999799555559	13.807854641674721	0.023730128679842633	0.09406072744836173	1.0265916668233255
BULH740101	-0.8967654395606193	-0.7624092666978645	0.31095660571904066	0.136758731827418	17	48	0.19624016928583385	-0.6846517374689897	-0.1343561728627548	0.018721331393591542	0.09406072744836173	1.0265916668233255
CHOP780209	1.051542324969147	1.0056713662774222	0.1081732249704642	0.05490320490287588	17	48	0.0722537586557561	0.6348591345990889	0.04587095869172475	0.019485684520196243	0.09406072744836173	1.0265916668233255
CIDH920104	0.060726536470457934	-0.09911136214345176	0.38151743007164424	0.18070182512590552	17	48	0.24764243368454017	0.6454382483476944	0.15983789861390968	0.01798333702657778	0.09406072744836173	1.0265916668233255
CRAJ730102	1.0596926472811927	0.976708603351591	0.14297575172360022	0.07083910304523233	17	48	0.09452701299869977	0.8778870853640868	0.08298404392960168	0.022822208811566075	0.09406072744836173	1.0265916668233255
ENGD860101	0.5103099557059685	0.8895696427529679	1.0369924487670548	0.7267242278531579	17	48	0.816765536077311	-0.46434340125132384	-0.3792596870469994	0.018721331393591542	0.09406072744836173	1.0265916668233255
FASG890101	-0.8677317737371345	-0.4482367185202067	0.7689698495771223	0.47302785864331914	17	48	0.5631196517870828	-0.7449483495836869	-0.4194950552169278	0.021096542200926157	0.09406072744836173	1.0265916668233255
FAUJ880101	2.1677681981554855	1.9916921299462742	0.29179969212549756	0.2430662463937602	17	48	0.2563222603213135	0.6869324107414262	0.1760760682092113	0.018721331393591542	0.09406072744836173	1.0265916668233255
FUKS010103	5.739055467231278	6.17459190011916	0.7510193568985153	0.5860269914620488	17	48	0.6320234577588181	-0.689114347800179	-0.4355364328878819	0.019485684520196243	0.09406072744836173	1.0265916668233255
GOLD730102	134.6408493938449	129.03227762982425	7.280585449323828	8.350882765663515	17	48	8.092482511128228	0.693059485307273	5.608571764020638	0.023730128679842633	0.09406072744836173	1.0265916668233255
HUTJ700101	40.85970735914576	39.40887316304721	2.3408163147619905	1.9957830973338466	17	48	2.0888167622594764	0.6945722680476664	1.4508341960985476	0.020277161481317908	0.09406072744836173	1.0265916668233255
KRIW790103	65.50017023231088	60.59105506878395	6.319979094815527	6.93174229956708	17	48	6.781603948966315	0.7238870332843896	4.909115163526927	0.017270951185336444	0.09406072744836173	1.0265916668233255
LAWE840101	0.18885275626277553	0.1232271270242353	0.1627006691443725	0.0744756755639352	17	48	0.10421555482287799	0.6297105009907189	0.06562562923854023	0.02194462144678611	0.09406072744836173	1.0265916668233255
MEIH800102	0.9628493713343566	0.9802362562365389	0.042588439225266374	0.02483851081621031	17	48	0.030346446304841648	-0.5729463254947357	-0.01738688490218232	0.019485684520196243	0.09406072744836173	1.0265916668233255
MIYS990103	-0.0555802760899479	-0.025647343750990193	0.05860763334396365	0.03470358808924499	17	48	0.04208110257425309	-0.7113153056325069	-0.029932932338957708	0.023730128679842633	0.09406072744836173	1.0265916668233255
NADH010102	-1.8898720716420714	-9.662035795458928	32.86499227057189	16.57984050203128	17	48	21.894989530308997	0.3549745348385728	7.772163723816857	0.017270951185336444	0.09406072744836173	1.0265916668233255
NADH010103	8.314880228819215	0.9584924986440028	29.567932386159136	15.562677857635043	17	48	20.06792366265695	0.3665744326038184	7.356387730175212	0.022822208811566075	0.09406072744836173	1.0265916668233255
OLSK800101	1.0952868555792807	1.0249014536168377	0.2787374029381604	0.13881267931554692	17	48	0.1846813538026162	0.3811180745278138	0.07038540196244303	0.020277161481317908	0.09406072744836173	1.0265916668233255
OOBM770104	-13.496353641735736	-13.141917192976953	0.5257773258693919	0.6487409465374173	17	48	0.6198273579520209	-0.5718309206774618	-0.3544364487587828	0.022822208811566075	0.09406072744836173	1.0265916668233255
PALJ810103	1.0521147952770133	1.0219546376800044	0.043623687684722065	0.02557226561906624	17	48	0.031163581251237003	0.9678014010604699	0.030160157597008963	0.021096542200926157	0.09406072744836173	1.0265916668233255
PONP800106	11.750863378875813	11.628050611479814	0.2734999443281846	0.2170201758832289	17	48	0.23266673760261364	0.5278484095382755	0.12281276739599889	0.02194462144678611	0.09406072744836173	1.0265916668233255
PRAM900101	2.1357342625179885	3.7230804367362134	4.346922720723424	3.0411601724006525	17	48	3.42033737398018	-0.46409052694444025	-1.5873461742182249	0.018721331393591542	0.09406072744836173	1.0265916668233255
QIAN880120	-0.03555600112944038	-0.1245692118451787	0.13552136103892579	0.08320515853087272	17	48	0.09914253438697958	0.8978306966442494	0.08901321071573833	0.019485684520196243	0.09406072744836173	1.0265916668233255
RACS770102	0.9737273393092685	0.9945620764900247	0.04992580839046737	0.03049158458096774	17	48	0.03642321948611142	-0.5720180004598647	-0.020834737180756235	0.02194462144678611	0.09406072744836173	1.0265916668233255
RADA880107	-0.6137024215639119	-0.6735269973284405	0.24023246274503063	0.1221589946669318	17	48	0.16059209480002273	0.3725250351770125	0.0598245757645286	0.021096542200926157	0.09406072744836173	1.0265916668233255
RADA880108	0.1256653450312619	0.0038054184791152775	0.24184442320552868	0.14534092034931262	17	48	0.17496697228402958	0.6964738828213101	0.12185992655214661	0.023730128679842633	0.09406072744836173	1.0265916668233255
TANGOFREQ	0.6453484976888496	-0.025105188017274196	1.3282092273622228	0.8249866250003743	17	48	0.9776435371705063	0.6857854220021229	0.6704536857061238	0.022822208811566075	0.09406072744836173	1.0265916668233255
TSAJ990101	134.0996213538277	129.34185016210677	6.5579733646582365	7.766865640720095	17	48	7.47838124708137	0.6362033486294613	4.757771191720934	0.022822208811566075	0.09406072744836173	1.0265916668233255
VASM830102	0.4002273063072837	0.43229431170189303	0.05366097249417759	0.03505963651012325	17	48	0.040599353106654724	-0.7898403038681214	-0.03206700539460933	0.018721331393591542	0.09406072744836173	1.0265916668233255
VINM940102	1.307759682727758	1.3161767437158702	0.014255093390060829	0.011005062871083129	17	48	0.011914749572323706	-0.706440444846939	-0.008417060988112235	0.019485684520196243	0.09406072744836173	1.0265916668233255
WOLR790101	0.2664852438989197	0.1722572234649941	0.3269864752065318	0.1865871142070952	17	48	0.23049345909977279	0.4088099540956495	0.09422802043392559	0.021096542200926157	0.09406072744836173	1.0265916668233255
WOLR810101	-3.26197678411252	-3.833001662856179	1.928901799673236	1.1404177432367384	17	48	1.3839015930453833	0.412619568915355	0.5710248787436591	0.022822208811566075	0.09406072744836173	1.0265916668233255
YUTK870101	9.77060877340809	9.052881212981926	1.3084703891063698	0.6743266835829816	17	48	0.8798014794810686	0.8157835343144682	0.7177275604261641	0.01798333702657778	0.09406072744836173	1.0265916668233255
YUTK870102	7.960514693149751	7.552515436294318	0.6546388016486946	0.3563804968359566	17	48	0.4512093647123841	0.9042349046002303	0.40799925685543315	0.023728600148607365	0.09406072744836173	1.0265916668233255
ZHOH040103	13.18290544178009	12.426966310533007	1.5946834839981747	0.9824077195985175	17	48	1.1686997130846606	0.6468206698296006	0.7559391312470822	0.02194462144678611	0.09406072744836173	1.0265916668233255
ZIMJ680101	1.2516622127449215	1.075724925757869	0.36626305645460067	0.19462084769351345	17	48	0.2496540437762561	0.7047243630659167	0.17593728698705258	0.022822208811566075	0.09406072744836173	1.0265916668233255
ZIMJ680102	14.84475780057773	13.965604279878033	1.3817399510813817	1.2213448386690355	17	48	1.264009718298072	0.6955275010728833	0.8791535206996972	0.023730128679842633	0.09406072744836173	1.0265916668233255
CHAM830104	0.6740613868384578	0.5735525021473178	0.1604938526659686	0.11041224617646883	17	48	0.12504621627314555	0.8037738980569615	0.10050888469114005	0.024192626238588033	0.0945240468036261	1.0244576934418892
FAUJ880112	0.049869968381612964	0.07600303113688518	0.03243878032919402	0.04462213902980314	17	48	0.041865193751179634	-0.6242193195280714	-0.02613306275527222	0.024056422371814275	0.0945240468036261	1.0244576934418892
ARGP820103	1.0643692123498585	0.9752611545869374	0.25093505556794804	0.1317381379266768	17	48	0.17011557565524496	0.5238089306031968	0.08910805776292108	0.026644347925943834	0.09588459418086367	1.0182511655061572
FINA910101	1.1468267868374362	1.2153408398454841	0.11038277701747856	0.08915050362954421	17	48	0.09499347491135954	-0.721250097145934	-0.06851405300804791	0.026136541401356576	0.09588459418086367	1.0182511655061572
KANM800104	1.0502128254734697	0.9860664091638826	0.15604600924118242	0.09261913069378375	17	48	0.1121780027112367	0.5718270495037235	0.06414641630958717	0.025640337124412327	0.09588459418086367	1.0182511655061572
KHAG800101	29.54835964677456	33.37540836402059	6.298170836782456	5.0995999511000925	17	48	5.429124163204565	-0.7049108847396667	-3.827048717246033	0.026644347925943834	0.09588459418086367	1.0182511655061572
KYTJ820101	-0.007742194921312888	-0.33923846895504517	1.2059201236019557	0.5704069750663232	17	48	0.7823449389519317	0.4237213759928213	0.3314962740337323	0.026644347925943834	0.09588459418086367	1.0182511655061572
LEVM760107	0.14323225581073626	0.1332823857225351	0.0170406203700257	0.017194919958357757	17	48	0.017155864230921834	0.5799690388239062	0.009949870088201168	0.026644347925943834	0.09588459418086367	1.0182511655061572
MAXF760106	0.9363277511729079	0.9872269250993725	0.06950062451909209	0.0958440678237192	17	48	0.08988806087852527	-0.5662506614226526	-0.05089917392646459	0.026644347925943834	0.09588459418086367	1.0182511655061572
